CountryCode,DisplayName,region,Level,ProjYear,PovertyLine,variable,value
AFG,Afghanistan,SAS,National,2008,1.9,HeadCount,0.726086103629137
AFG,Afghanistan,SAS,National,2008,1.9948,HeadCount,0.756130041243703
AFG,Afghanistan,SAS,National,2008,3.2,HeadCount,0.932043122875767
AFG,Afghanistan,SAS,National,2008,5.5,HeadCount,0.984137682803754
AFG,Afghanistan,SAS,National,2008,16.509,HeadCount,0.998847483201234
AFG,Afghanistan,SAS,National,2010,1.9,HeadCount,0.556665479921386
AFG,Afghanistan,SAS,National,2010,2.1375,HeadCount,0.645195136558339
AFG,Afghanistan,SAS,National,2010,3.2,HeadCount,0.868874433004934
AFG,Afghanistan,SAS,National,2010,5.5,HeadCount,0.970651453477607
AFG,Afghanistan,SAS,National,2010,17.4555,HeadCount,0.99824723402995
AFG,Afghanistan,SAS,National,2011,1.9,HeadCount,0.514575217819735
AFG,Afghanistan,SAS,National,2011,2.2808,HeadCount,0.652466410099323
AFG,Afghanistan,SAS,National,2011,3.2,HeadCount,0.847722699504984
AFG,Afghanistan,SAS,National,2011,5.5,HeadCount,0.965991461662571
AFG,Afghanistan,SAS,National,2011,17.8133,HeadCount,0.998100886131392
AFG,Afghanistan,SAS,National,2012,1.9,HeadCount,0.428395147544484
AFG,Afghanistan,SAS,National,2012,2.3625,HeadCount,0.59355702630668
AFG,Afghanistan,SAS,National,2012,3.2,HeadCount,0.793978689662552
AFG,Afghanistan,SAS,National,2012,5.5,HeadCount,0.953493424232911
AFG,Afghanistan,SAS,National,2012,18.3654,HeadCount,0.997691182561312
AFG,Afghanistan,SAS,National,2013,1.9,HeadCount,0.39384708681492
AFG,Afghanistan,SAS,National,2013,2.5097,HeadCount,0.602745935273314
AFG,Afghanistan,SAS,National,2013,3.2,HeadCount,0.767386908462186
AFG,Afghanistan,SAS,National,2013,5.5,HeadCount,0.946856163793052
AFG,Afghanistan,SAS,National,2013,18.7971,HeadCount,0.997553011940142
AFG,Afghanistan,SAS,National,2015,1.9,HeadCount,0.371896607973711
AFG,Afghanistan,SAS,National,2015,2.6688,HeadCount,0.624972299466156
AFG,Afghanistan,SAS,National,2015,3.2,HeadCount,0.74862895950718
AFG,Afghanistan,SAS,National,2015,5.5,HeadCount,0.941954239225805
AFG,Afghanistan,SAS,National,2015,19.4645,HeadCount,0.997570782177188
AFG,Afghanistan,SAS,National,2018,1.9,HeadCount,0.328317482971903
AFG,Afghanistan,SAS,National,2018,2.8778,HeadCount,0.631628212386757
AFG,Afghanistan,SAS,National,2018,3.2,HeadCount,0.706366663688672
AFG,Afghanistan,SAS,National,2018,5.5,HeadCount,0.930133014173228
AFG,Afghanistan,SAS,National,2019,1.9,HeadCount,0.312129280276949
